gvkey,LINKPRIM,LINKTYPE,LPERMNO,LINKDT,LINKENDDT
18878,C,NR,,20110101,20140109
18878,P,LC,14431,20140110,E
18879,C,NR,,20100101,20131106
18879,P,LC,14290,20131107,20150430
18883,P,NR,,20130930,20170831
18885,P,NR,,20131031,20210201
18885,P,NR,,20231220,E
18885,P,LC,20587,20210202,20231219
18886,P,LS,14178,20131009,E
18888,P,LC,82702,20180507,E
18890,C,NR,,20130501,20150129
18890,P,NR,,20150130,E
18891,C,NU,,19930101,19930128
18891,P,NU,,19930129,19931011
18891,P,LU,79714,19931012,20000229
18892,C,NR,,20140101,20151129
18892,P,NR,,20151130,20170321
18892,P,LC,16622,20170322,20230917
18892,P,LC,24247,20230918,E
18894,C,LC,14298,20131106,20230731
18896,C,NU,,19861031,20200430
18899,C,NR,,20110101,20131113
18899,P,LC,14325,20131114,E
18900,C,NR,,20100101,20131114
18900,P,LC,14327,20131115,20151030
18902,P,LS,14210,20131009,E
18903,P,LS,14216,20131010,20160331
18904,P,LS,14217,20131010,E
18906,C,NU,,19880101,19890530
18906,C,NU,,19890531,19890619
18906,C,NU,,19920207,19990331
18906,C,LU,75769,19890620,19920206
18907,P,LS,14225,20131010,E
18908,P,NR,,20140228,E
18909,C,NR,,19880101,19891023
18909,C,NR,,19920718,20110131
18909,C,LC,76009,19891024,19920717
18912,P,NR,,20131129,20230131
18913,P,NR,,20140131,E
18914,P,NU,,19820129,19920720
18914,P,LU,77791,19920721,20000331
18916,P,NR,,20140530,20160531
18918,P,NR,,20181231,E
18918,J,NR,,20181231,E
18925,C,NR,,20110101,20140130
18925,P,LC,14442,20140131,E
18926,C,NR,,20110101,20131112
18926,J,NR,,20231130,E
18926,P,LC,14308,20131113,E
18928,P,NR,,19820129,19850415
18928,P,NR,,20090919,20131130
18928,P,LC,89237,19850416,20090918
18929,C,NR,,20110101,20140129
18929,P,LC,14423,20140130,20160322
18930,C,NR,,20110101,20131105
18930,P,LC,14316,20131106,E
18931,P,NR,,19920529,E
18934,C,NU,,19890701,19910327
18934,P,NU,,19910328,20090430
18936,C,NR,,20110101,20140416
18936,P,LC,14615,20140417,20190414
18938,C,NR,,20110101,20131202
18938,P,LC,14359,20131203,E
18939,P,LS,14222,20131016,E
18941,P,NR,,20131031,E
18946,P,NR,,19980430,E
18947,C,NR,,20110101,20131029
18947,P,LC,14263,20131030,E
18948,C,NU,,19940331,E
18949,C,NR,,20110101,20130929
18949,C,NR,,20130930,20130930
18949,C,NR,,20131001,E
18950,C,NU,,19850701,19900702
18950,P,LU,76386,19900703,19940630
18951,P,LS,14241,20131017,20231031
18952,P,NR,,20131031,E
18953,C,NR,,20110101,20130130
18953,C,NR,,20130131,E
18957,N,NR,,19890630,20000630
18957,P,NR,,20020925,E
18957,P,LC,46309,19820129,20020924
18958,C,NR,,20130101,20131016
18958,P,LS,14211,20131017,E
18959,C,NR,,20130101,20131016
18959,P,LS,14212,20131017,E
18960,C,LU,46405,19820101,19820128
18960,P,LU,46405,19820129,19970131
18967,C,NR,,20131031,E
18967,N,NR,,20131031,E
18968,C,NU,,19901031,E
18970,P,NR,,20131231,20181031
18973,C,NR,,20110101,20131211
18973,C,LC,14356,20131212,E
18974,P,NR,,20150630,E
18975,C,NR,,20100201,20131212
18975,P,LC,14340,20131213,20170428
18976,C,NR,,20110101,20131114
18976,P,LC,14321,20131115,20160930
18977,P,LS,14259,20131022,E
18978,C,NR,,20120101,20131030
18978,P,NR,,20131031,20150507
18978,P,LC,15383,20150508,E
18979,C,NU,,19860731,E
18982,C,NR,,20110101,20140205
18982,P,NR,,20180919,20190131
18982,C,NR,,20190201,20190204
18982,P,NR,,20190329,20200529
18982,P,LC,14455,20140206,20180918
18983,C,NR,,20080101,20131121
18983,C,LC,14319,20131122,20210331
18987,J,NR,,20131031,20170731
18987,J,NR,,20131031,20170731
18987,P,NR,,20131031,20171231
18987,J,NR,,20131031,20171231
18987,J,NR,,20180101,E
18987,P,NR,,20180101,E
18988,P,NR,,20131031,E
18988,J,NR,,20131031,E
18988,J,NR,,20131031,20170731
18988,J,NR,,20131031,20170731
18989,P,NR,,20131031,20170731
18990,P,NR,,20131031,20180831
18991,P,NR,,20131031,E
18991,J,NR,,20180928,E
18995,C,NR,,20131031,20210929
18995,P,NR,,20210930,E
18995,N,NR,,20210930,E
18996,P,NR,,20140131,20141128
18998,P,LS,14248,20131023,E
19000,C,NR,,20100101,20131030
19000,P,LC,14213,20131031,E
19001,P,LS,14199,20131024,E
19002,P,NR,,19980331,20230403
19003,P,LS,14200,20131024,E
19004,P,LS,14201,20131024,E
19005,P,LS,14202,20131024,E
19006,P,LS,14203,20131024,E
19007,P,LS,14204,20131024,E
19008,P,LS,14205,20131024,E
19009,P,LS,14208,20131024,E
19010,P,LS,14207,20131024,E
19011,P,LS,14206,20131024,E
19012,P,NR,,20131031,20200731
19016,C,NU,,19860401,19891001
19016,C,NU,,19900814,20031031
19016,C,LU,75999,19891002,19900813
19017,C,NU,,19840801,19970430
19018,P,LU,47934,19820129,19980227
19019,P,LU,76048,19891211,19950731
19020,P,LU,53720,19840514,19981030
19021,C,NU,,19940630,E
19022,C,NR,,20130101,20131028
19022,P,NR,,20131029,20131130
19022,C,NR,,20131201,20131215
19022,N,NR,,20131216,20141031
19022,P,LC,14353,20131216,20141002
19023,C,NU,,19861031,E
19024,P,NR,,19850628,19911216
19024,P,NR,,20110430,20140930
19024,P,LC,77181,19911217,20110429
19025,C,NR,,20110101,20140306
19025,P,LC,14550,20140307,E
19026,C,NR,,20100101,20131030
19026,P,LC,14209,20131031,20200930
19028,C,NR,,19880901,19890130
19028,C,NR,,19890131,19890822
19028,C,NR,,19910329,19910429
19028,C,NR,,19910430,20070131
19028,N,NR,,19910430,20070131
19028,C,LX,78716,19890823,19910328
19030,C,NR,,20131031,E
19033,C,NR,,20121001,20140429
19033,P,NR,,20140430,20161114
19033,P,LC,16466,20161115,E
19034,C,NU,,19931001,19950730
19034,P,NU,,19950731,20160429
19038,P,LC,14180,20131029,20150831
19039,P,NR,,20131129,E
19040,C,NR,,20110101,20131121
19040,P,LC,14311,20131122,20151130
19042,C,NR,,20110101,20131121
19042,P,LC,14280,20131122,E
19043,C,NR,,19930401,19950330
19043,P,NR,,19950331,E
19044,C,NR,,20110101,20140227
19044,P,LC,14472,20140228,E
19045,C,NR,,20081128,E
19049,C,NU,,19860101,19860109
19049,P,LU,10002,19860110,20130228
19051,C,NR,,20131031,E
19052,P,LS,14264,20131030,E
19054,C,LU,54974,19930401,19931129
19054,P,LU,54974,19931130,20070731
19057,P,NR,,19891130,20030430
19057,P,LC,89738,20030501,20190930
19060,P,LS,14265,20131101,E
19061,C,NU,,19930101,19940509
19061,P,LU,80502,19940510,19961031
19067,C,NU,,19930430,E
19068,P,NR,,20140131,E
19069,C,NU,,19880101,19891002
19069,P,LU,76000,19891003,20091231
19071,C,NR,,20110101,20161006
19071,P,LC,16437,20161007,E
19072,C,NU,,19850301,19890725
19072,C,LU,75966,19890726,19950531
19073,C,NU,,19870101,19891108
19073,P,LU,76021,19891109,19930528
19074,C,NR,,20131129,20150730
19074,C,NR,,20150731,E
19074,N,NR,,20150731,E
19075,C,NU,,19920101,19970807
19075,P,LU,85297,19970808,19981030
19076,P,LU,75911,19891219,19961031
19078,P,LU,75673,19890106,20000331
19079,C,NR,,20140101,20150730
19079,P,NR,,20150731,20210226
19079,J,NR,,20160531,20210226
19081,P,LS,14282,20131105,E
19082,P,LS,17593,20131107,E
19083,P,NR,,19980430,E
19084,C,NR,,20080101,20131119
19084,P,LC,14268,20131120,E
19092,P,NU,,19900831,20231130
19093,C,NR,,20130201,20151129
19093,P,NR,,20151130,E
19094,P,NU,,19860829,19920316
19094,P,LU,77415,19920317,E
19096,C,NR,,19880101,19891017
19096,P,NR,,19950720,20000331
19096,P,LC,76005,19891018,19950719
19098,P,NR,,20130228,E
19100,P,LS,14275,20131106,E
19102,P,LS,14281,20131106,E
19103,P,NU,,19890131,19910725
19103,P,LU,76959,19910726,20000630
19104,C,NR,,20110101,20131106
19104,P,LC,14291,20131107,20170428
19105,C,NU,,19961031,E
19107,P,LC,14302,20131107,E
19108,P,LS,14309,20131107,20170331
19112,C,NR,,19870630,E
19113,N,NU,,20030829,E
19113,P,NR,,20090801,E
19113,P,LC,57681,19820129,20090731
19115,P,NR,,19980331,E
19116,C,NR,,20120101,20131230
19116,P,NR,,20131231,20140313
19116,P,LC,14552,20140314,20180228
19117,C,NR,,20110101,20140204
19117,P,NR,,20231025,E
19117,P,LC,14449,20140205,20231024
19122,C,NR,,20140601,20160530
19122,C,NR,,20160531,E
19124,C,NU,,19851001,19851001
19124,P,LU,90561,19851002,E
19125,P,LS,14284,20131107,E
19129,C,NR,,19930803,20100520
19129,C,LD,47723,19840131,19891130
19129,C,LC,47723,19891201,19930802
19129,C,LC,47723,20100521,E
19130,C,NR,,20140131,E
19131,P,NR,,20131129,E
19134,C,NR,,20110401,20140320
19134,P,LC,14551,20140321,20150615
19135,C,NR,,20121101,20140330
19135,P,NR,,20140331,E
19137,C,NU,,19930101,19940130
19137,P,NU,,19940131,19960208
19137,P,LU,83155,19960209,E
19138,C,NR,,20140331,E
19141,C,NR,,19880930,E
19142,C,NR,,20120101,20140130
19142,P,NR,,20140131,20140202
19142,P,LC,14415,20140203,20160105
19143,C,NR,,20120101,20131211
19143,P,LC,14352,20131212,20210831
19149,C,NR,,20110101,20140130
19149,P,LC,14436,20140131,E
19150,C,NU,,19930101,19930128
19150,P,NU,,19930129,19931111
19150,P,LU,79851,19931112,E
19151,J,NR,,19900629,20000730
19151,P,NR,,19980430,20000730
19151,J,NR,,19980430,20011231
19151,J,NR,,20000731,20000731
19151,P,NR,,20000731,20030807
19151,J,NR,,20030829,E
19151,P,LC,89817,20030808,E
19152,C,NU,,19900101,19900130
19152,P,NU,,19900131,19920726
19152,P,LU,77798,19920727,20120131
19154,C,NR,,20110101,20140130
19154,P,LC,14422,20140131,E
19155,C,NR,,19880701,19910812
19155,P,NR,,20021119,20111231
19155,P,LC,76969,19910813,20021118
19156,C,NU,,19870130,19920406
19156,C,LU,77504,19920407,20080331
19157,P,NR,,19900629,E
19158,C,NR,,19860930,20000710
19158,C,LC,88460,20000711,20050630
19159,P,NR,,19861031,20011114
19159,P,LC,89211,20011115,E
19163,C,NR,,20080101,20131112
19163,P,LC,14279,20131113,20210630
19164,P,LS,17594,20131121,20220531
19167,C,NR,,19980430,E
19168,C,NR,,20120101,20131128
19168,P,NR,,20131129,20140105
19168,J,NR,,20140106,20150630
19168,P,LC,14433,20140106,20220331
19170,P,LS,14283,20131113,E
19171,C,NR,,20110101,20140116
19171,P,LC,14408,20140117,20180731
19172,C,NR,,20080701,20140316
19172,P,LC,14532,20140317,E
19173,P,NR,,20131129,20190731
19174,P,NR,,19950429,19950531
19174,P,LC,11099,19870211,19950428
19175,C,NR,,20130201,20131121
19175,P,LC,14296,20131122,E
19176,C,NU,,19870701,19930908
19176,C,NU,,19950126,20040831
19176,C,LU,79614,19930909,19950125
19182,C,NR,,20140228,E
19184,C,NR,,20110101,20140114
19184,P,LC,14380,20140115,20220630
19187,C,LS,14278,20131118,20150331
19188,P,NR,,20131129,E
19189,C,NR,,20110101,20140220
19189,P,NR,,20160811,20210927
19189,P,LC,14469,20140221,20160810
19189,P,LC,14469,20210928,E
19190,C,NR,,20100701,20140130
19190,P,LC,14393,20140131,20170731
19191,C,NR,,20100101,20131128
19191,C,NR,,20131129,20140227
19191,C,NR,,20140228,E
19191,N,NR,,20140228,E
19195,C,NU,,19980430,E
19196,C,LC,58078,19820101,19820128
19196,P,LC,58078,19820129,19990924
19197,P,NR,,20131129,20180928
19197,N,NR,,20150930,20180928
19198,P,NR,,20131129,E
19205,C,NR,,20120101,20131128
19205,P,NR,,20131129,20150308
19205,P,LC,92686,20150309,E
19207,P,NR,,19940331,20050519
19207,P,LC,90709,20050520,20070301
19209,P,NU,,19890131,19920326
19209,P,LU,77488,19920327,E
19239,P,NR,,20131129,20181231
19247,P,NU,,19880831,20010131
19249,P,LC,14287,20131126,20200930
19253,C,NU,,19890731,E
19255,C,NR,,20140630,E
19258,C,NU,,19880101,19890810
19258,C,NU,,19950126,20071031
19258,C,LU,75972,19890811,19950125
19259,C,NR,,20120101,20131128
19259,P,NR,,20131129,E
19259,J,NR,,20180329,E
19260,C,LU,92161,19870901,19890730
19260,P,LU,92161,19890731,19990831
19262,P,LU,11844,19871229,E
19267,C,NR,,20091001,20131128
19267,C,NR,,20131129,20140130
19267,P,NR,,20140131,20191008
19267,N,NR,,20140131,20191008
19267,P,LC,19005,20191009,E
19267,N,LX,19005,20191009,E
19269,P,LS,14333,20131203,E
19272,P,NR,,20131129,E
19273,C,NR,,20110101,20140410
19273,P,LC,14564,20140411,20211203
19274,C,NR,,20110101,20140213
19274,P,LC,14459,20140214,E
19275,C,NR,,20110101,20140327
19275,P,LC,14500,20140328,20221031
19278,C,NR,,20181031,20200331
19279,P,LS,14341,20131205,20160831
19283,P,NR,,20131231,20131231
19283,C,NR,,20140101,20140126
19283,N,NR,,20140127,20151231
19283,P,NR,,20151224,20151231
19283,P,LC,14421,20140127,20151223
19285,P,NR,,20131231,20210331
19293,C,NR,,20110701,20131230
19293,P,NR,,20131231,E
19293,N,NR,,20131231,E
19295,C,NR,,20110101,20131210
19295,P,LC,14332,20131211,E
19296,C,NR,,20110101,20131212
19296,P,LC,14335,20131213,20180928
19302,C,NU,,19940924,20050331
19302,C,LU,60717,19840525,19940923
19303,C,NU,,19840801,19900830
19303,P,NU,,19900831,19901130
19305,C,NR,,19950101,19950130
19305,P,NR,,19950131,20010917
19305,P,LC,89141,20010918,E
19306,C,NU,,19880229,20070228
19308,C,NR,,19960928,19961031
19308,C,LC,10337,19860609,19960927
19309,P,NR,,20131231,E
19309,N,NR,,20131231,E
19311,C,NR,,19990913,20000925
19311,C,NR,,20020717,E
19311,C,LC,78718,19890929,19990912
19311,C,LC,78718,20000926,20020716
19314,C,NU,,19861201,19900717
19314,C,NU,,19940427,20070330
19314,C,LU,76413,19900718,19940426
19315,C,NR,,20121001,20131230
19315,P,NR,,20131231,20150529
19315,C,NR,,20160831,20201231
19317,C,NR,,20131231,E
19318,P,NU,,19870130,19900829
19318,P,LU,76266,19900830,E
19323,C,NR,,20110101,20131230
19323,P,NR,,20131231,E
19323,J,NR,,20131231,E
19329,C,NR,,20131231,20221230
19331,P,NR,,20131231,E
19332,P,NU,,19990915,19991231
19332,P,LU,61832,19820129,19990914
19334,P,NR,,20131231,20161031
19337,C,NU,,19860131,19930302
19337,C,NU,,19940301,19940331
19337,C,LU,78997,19930303,19940228
19344,C,NU,,19851001,E
19344,N,NU,,19900731,20071231
19344,C,LU,70360,19831230,19850930
19345,C,NR,,20190830,E
19346,C,NU,,19880101,19880103
19346,P,LU,11938,19880104,20010131
19347,P,LS,17479,20131213,E
19348,P,NR,,19920731,20140331
19349,P,NR,,19930129,20010228
19349,C,NR,,20010301,20010311
19349,N,NR,,20010312,20010531
19349,P,NR,,20140516,E
19349,J,NR,,20231031,E
19349,P,LC,88935,20010312,20140515
19350,C,NR,,20120101,20131230
19350,P,NR,,20131231,20150409
19350,P,NR,,20190101,20200731
19350,P,LC,15290,20150410,20181231
19351,P,LS,14354,20131212,20181221
19351,P,LS,18318,20181224,E
19352,C,NR,,20100101,20140123
19352,P,LC,14378,20140124,20200228
19354,C,NR,,20120901,20131230
19354,C,NR,,20131231,20160330
19354,C,NR,,20160331,20210706
19354,N,NR,,20160331,20210706
19354,C,LC,21783,20210707,E
19354,N,LX,21783,20210707,E
19355,P,NU,,19820331,19850312
19355,P,LU,91855,19850313,E
19359,C,NR,,20120101,20131230
19359,C,NR,,20131231,20140629
19359,P,NR,,20140630,E
19359,N,NR,,20140630,E
19361,P,NR,,19850329,20040404
19361,P,LC,90136,20040405,20101130
19364,C,NR,,19900101,19900628
19364,P,NR,,19900629,19910613
19364,J,NR,,19900831,19980331
19364,P,LC,76674,19910614,20000929
19364,C,LC,76674,20000930,20001130
19365,C,NR,,20131231,20160728
19365,C,NR,,20160729,E
19365,N,NR,,20160729,E
19366,C,NU,,19850329,E
19367,P,NR,,20131231,E
19367,J,NR,,20140829,E
19368,P,LS,14343,20131218,E
19369,P,LS,14345,20131218,20200529
19370,P,LS,14346,20131218,E
19371,P,LS,14347,20131218,20200529
19372,P,LS,14348,20131218,E
19373,P,LS,14350,20131218,20160930
19375,P,NR,,20131231,E
19377,C,NR,,20110101,20140123
19377,P,LC,14409,20140124,20171130
19378,C,NR,,20130701,20140227
19378,P,NR,,20140228,20210630
19379,C,NR,,20120501,20140429
19379,P,NR,,20140430,E
19385,C,NU,,19870101,19870921
19385,C,NU,,19930401,19931231
19385,P,LU,11700,19870922,19930331
19387,C,NU,,20031122,20110630
19387,C,LU,71571,19820129,20031121
19390,C,LU,71598,19870101,19870129
19390,P,LU,71598,19870130,20050331
19391,P,LC,14434,20140131,E
19392,P,NR,,20131231,E
19393,P,NR,,20131231,20191129
19394,C,NR,,20140430,E
19396,C,NU,,19840229,E
19398,C,NU,,19890101,19891205
19398,P,NR,,19970517,19980111
19398,P,NR,,20010109,20050509
19398,P,LC,75914,19891206,19970516
19398,P,LC,85726,19980112,20010108
19398,P,LC,85726,20050510,E
19399,P,LU,76050,19891211,20020731
19401,P,LU,86503,19840913,19961231
19402,C,NU,,19880801,19891213
19402,P,LU,75905,19891214,E
19404,C,NU,,19860101,19860610
19404,C,NU,,19940604,19940729
19404,C,NU,,19940730,19941230
19404,C,LU,10366,19860611,19940603
19408,P,LS,19275,20200227,E
19412,C,NR,,20110101,20140130
19412,P,LC,14432,20140131,E
19413,P,NR,,19980331,E
19415,C,NU,,19930101,19930429
19415,P,NU,,19930430,19930502
19415,P,LU,79189,19930503,20061229
19416,C,NR,,20110101,20140210
19416,P,LC,14465,20140211,20170531
19417,C,NR,,20130101,20131230
19417,P,NR,,20131231,20150628
19417,P,NR,,20180609,20210611
19417,N,NR,,20181208,E
19417,N,LX,15418,20131231,20181207
19417,P,LC,15418,20150629,20180608
19418,C,NR,,20110101,20140204
19418,P,LC,14448,20140205,20150529
19420,P,NU,,19851231,19930331
19420,P,LU,79113,19930401,20041029
19421,P,NR,,19980430,E
19422,P,NR,,20131231,E
19423,C,NR,,20131231,20140331
19423,J,NR,,20140228,20140331
19423,P,NR,,20140401,20150227
19423,N,NR,,20140401,20150227
19425,C,NR,,20110101,20140204
19425,P,NR,,20220603,E
19425,P,LC,14458,20140205,20220602
19426,C,NU,,19910701,19950730
19426,P,NU,,19950731,E
19427,C,NU,,19880101,19891214
19427,P,LU,75881,19891215,20070531
19428,C,NU,,19890701,19891213
19428,P,LU,75906,19891214,E
19429,C,NU,,19840101,19891213
19429,P,LU,75907,19891214,19940531
19430,P,NU,,19880930,19970829
19431,C,NU,,19890201,19891213
19431,P,LU,76052,19891214,E
19433,P,NU,,19860131,19911222
19433,P,LU,77236,19911223,E
19434,C,NU,,19891101,19891214
19434,P,LU,75885,19891215,E
19435,C,NU,,19880101,19891213
19435,P,LU,75886,19891214,19981231
19437,C,NU,,19850101,19891213
19437,P,LU,76053,19891214,19911231
19438,C,NU,,19900101,19931104
19438,P,NU,,20010926,20011231
19438,P,LU,79877,19931105,20010925
19439,C,NU,,19880301,19891213
19439,P,NU,,20000308,20010430
19439,C,NR,,20010531,E
19439,P,LC,75899,19891214,20000307
19440,C,NR,,20100101,20140205
19440,P,LC,14489,20140206,E
19441,C,NU,,19881001,19891217
19441,C,NU,,19920407,20050228
19441,C,LU,76054,19891218,19920406
19442,C,NR,,20110101,20140204
19442,P,LC,14478,20140205,20200131
19447,C,NR,,20131231,20171129
19447,C,NR,,20171130,E
19447,N,NR,,20171130,E
19451,P,NR,,20140228,E
19458,C,NR,,20110101,20140205
19458,P,LC,14452,20140206,E
19460,C,NR,,20140131,20180131
19462,C,LU,75766,19890619,19980831
19463,J,NR,,19910430,19930430
19463,P,NR,,19980530,19980630
19463,C,LC,66262,19820101,19820128
19463,P,LC,66262,19820129,19980529
19465,C,NR,,20140131,E
19467,P,NR,,20140131,20180311
19467,P,LC,17351,20180312,E
19468,C,NR,,20140131,20140131
19468,C,NR,,20140201,E
19468,N,NR,,20161130,20191231
19468,N,NR,,20200101,E
19470,C,NR,,20110101,20140129
19470,P,LC,14426,20140130,20211231
19471,C,NR,,20110101,20140205
19471,P,LC,14467,20140206,E
19477,C,NU,,19850101,19891002
19477,P,LU,75918,19891003,19951130
19479,C,NU,,19950731,20140831
19483,P,NR,,19820129,19910617
19483,C,NR,,19940910,19950331
19483,C,LC,67556,19820101,19820128
19483,J,LC,67556,19831230,19910617
19483,P,LC,67556,19910618,19940909
19484,C,NR,,20110101,20150514
19484,P,LC,15351,20150515,E
19485,P,LS,14427,20140107,E
19486,C,NR,,19930101,19930527
19486,P,NR,,20010929,20011031
19486,P,LC,79109,19930528,20010928
19488,P,LS,14428,20140107,E
19489,P,LS,14439,20140107,E
19494,C,NU,,19870101,19910128
19494,C,NU,,19920229,19930630
19494,P,LU,76992,19910129,19920228
19498,P,LS,14391,20140108,20140930
19499,P,LS,14390,20140108,20140930
19500,P,LS,14389,20140108,20140930
19501,P,NR,,20140131,20170811
19502,C,NR,,20120701,20140130
19502,P,NR,,20140131,E
19502,J,NR,,20151130,E
19503,P,LS,14411,20140109,20210331
19504,P,LS,14413,20140109,20210331
19505,P,LS,14412,20140109,20210331
19507,C,NR,,20090101,20140327
19507,P,LC,14503,20140328,E
19508,P,NU,,19880630,19891218
19508,P,LU,76060,19891219,20111231
19511,C,NR,,20110101,20140211
19511,P,LC,14457,20140212,20211130
19516,C,NR,,20130101,20140212
19516,P,LC,14479,20140213,E
19517,C,NR,,20110101,20140130
19517,P,NR,,20140131,20140202
19517,P,LC,14401,20140203,E
19518,C,NR,,20080101,20140227
19518,P,NR,,20140228,20140302
19518,P,LC,14487,20140303,E
19520,P,LS,14399,20140114,E
19522,P,LS,14407,20140115,20171229
19525,C,NR,,20130101,20140227
19525,P,NR,,20140228,20140331
19525,C,NR,,20140401,20140406
19525,N,NR,,20140407,20150731
19525,P,LC,14590,20140407,20230428
19526,C,NR,,20110101,20140410
19526,P,LC,14566,20140411,E
19527,C,NR,,20121001,20160128
19527,P,NR,,20160129,E
19528,C,NR,,20120101,20140331
19528,P,LC,14607,20140401,E
19529,C,NR,,20110101,20140114
19529,P,LC,14425,20140115,20181031
19530,P,NR,,20140131,20150311
19531,P,NR,,20140131,20150311
19533,P,NR,,20140131,E
19534,C,NR,,20110101,20140212
19534,P,LC,14451,20140213,20230331
19537,C,NU,,19870731,19980128
19537,C,LU,85749,19980129,20080430
19538,C,LU,11056,19870202,20140430
19539,C,NR,,20131231,E
19540,C,NU,,19940101,19950629
19540,P,NU,,19950630,19950726
19540,C,NU,,20030830,20030930
19540,P,LU,81781,19950727,20030829
19540,J,LU,81782,19950727,20030829
19541,C,NU,,19861031,20200630
19542,P,LS,14377,20140115,20230331
19544,C,NU,,19820129,19940331
19544,C,NU,,19940401,19970331
19545,P,LC,14418,20140116,20180928
19548,C,NU,,19871001,19920330
19548,C,NU,,19920331,19920402
19548,C,NU,,19930326,E
19548,C,LU,77492,19920403,19930325
19549,P,NR,,20140530,20200917
19549,P,LC,19814,20200918,E
19551,C,NU,,19961231,E
19552,C,NU,,19830101,19900108
19552,P,LU,76422,19900109,20010131
19553,P,NR,,20140131,E
19554,P,NR,,20140131,E
19555,P,NR,,20140131,E
19555,J,NR,,20140228,20180329
19556,P,NR,,20140131,E
19557,C,NR,,19890127,19900508
19557,C,NR,,19980615,19981103
19557,C,NR,,20090213,20120430
19557,C,LC,91265,19850830,19890126
19557,C,LC,91265,19900509,19980614
19557,C,LC,91265,19981104,20090212
19563,P,NR,,20131231,20190628
19564,P,NU,,19941110,19941230
19564,C,LU,91337,19930101,19930527
19564,P,LU,91337,19930528,19941109
19565,C,NR,,19890101,19890130
19565,P,NR,,19890131,19900627
19565,J,NR,,19951229,20060428
19565,N,NU,,20030430,E
19565,N,NR,,20030731,E
19565,P,LC,76221,19900628,E
19566,C,NU,,19900101,19901008
19566,P,LU,76474,19901009,19981130
19566,C,LU,76474,19981201,19990630
19570,P,NU,,19890131,19920420
19570,P,LU,77528,19920421,E
19571,C,NU,,19820101,19891228
19571,P,NU,,19891229,19910226
19571,P,NU,,19971011,19971128
19571,P,LU,76574,19910227,19971010
19574,P,LC,14490,20140214,E
19575,C,NU,,19851001,19880428
19575,C,NU,,19880429,19911013
19575,C,NU,,20010518,E
19575,C,LU,77247,19911014,20010517
19576,C,NR,,20130101,20140130
19576,P,NR,,20140131,20140228
19576,C,NR,,20140301,20140309
19576,N,NR,,20140310,20150227
19576,J,NR,,20150227,E
19576,P,LC,14543,20140310,20150227
19578,C,NR,,20080101,20140730
19578,P,NR,,20140731,20140804
19578,P,LC,14781,20140805,20210528
19579,P,NR,,20040730,E
19580,C,NR,,20080101,20140529
19580,P,NR,,20140530,20140608
19580,P,LC,14637,20140609,20180131
19581,C,NR,,20080201,20140330
19581,P,NR,,20140331,20140406
19581,P,LC,14544,20140407,E
19582,C,NR,,20100101,20140529
19582,P,NR,,20140530,20140602
19582,P,LC,14651,20140603,E
19585,P,NR,,20140131,E
19591,P,NR,,19980430,E
19593,C,NU,,19860201,19900617
19593,C,NU,,19950913,20041231
19593,C,LU,76432,19900618,19950912
19595,P,NU,,19920131,20000731
19599,C,LU,75502,19880101,19890130
19599,P,LU,75502,19890131,19951031
19600,C,NR,,20110101,20140130
19600,P,NR,,20140131,20140617
19600,P,LC,14691,20140618,E
19602,P,LC,13328,20140116,E
19604,C,NU,,19870701,19881213
19604,C,NU,,19921205,19930226
19604,C,LU,12250,19881214,19921204
19605,C,LU,65665,19820101,19820128
19605,P,LU,65665,19820129,E
19608,P,NU,,19890929,20190131
19613,C,NU,,20050901,20060531
19613,P,LU,65702,19820129,20050831
19618,C,NU,,19820101,19830330
19618,C,NU,,19830331,19960630
19618,P,LU,83714,19960701,19961031
19618,N,LX,83714,19960701,19961031
19622,C,NU,,19890929,E
19625,C,NU,,19890630,19910513
19625,N,NU,,19910514,20020328
19625,J,NU,,19931130,19980331
19625,J,LU,75142,19961129,20120131
19625,P,LU,76636,19910514,20120131
19635,P,NR,,20140131,20211130
19636,P,LS,14443,20140122,E
19637,C,NU,,19840901,19911031
19638,P,LS,14387,20140131,E
19639,P,LS,14386,20140122,20140930
19640,C,NR,,20110101,20140828
19640,C,NR,,20140829,20151031
19640,N,NR,,20151101,20180531
19640,P,NR,,20151114,20180531
19640,P,NR,,20231031,E
19640,N,NR,,20231031,E
19644,C,NU,,19860501,19890130
19644,P,NU,,19890131,19910930
19644,P,LU,77079,19911001,19971128
19645,P,NR,,20131129,E
19647,C,NR,,20120101,20141210
19647,P,LC,15092,20141211,E
19649,C,NR,,20090101,20140416
19649,P,LC,14608,20140417,E
19650,P,LS,14405,20140123,20170331
19655,C,NU,,19860630,20221031
19658,C,NR,,19861031,20090405
19658,C,LC,92920,20090406,20120229
19659,C,NU,,19870130,20230228
19660,P,LS,14404,20140123,E
19661,N,NR,,20230228,20230228
19661,P,LC,76655,19810130,E
19667,P,LS,14395,20140123,20150930
19668,P,LS,14397,20140123,20150930
19669,P,LS,14396,20140123,20150930
19670,P,LS,14398,20140123,20150930
19671,P,LS,14385,20140123,E
19672,P,LS,14384,20140123,E
19673,P,LS,14383,20140123,20180531
19679,P,NU,,19960830,E
19683,P,LS,14388,20140123,E
19687,C,NU,,19980430,E
19692,C,NR,,19860101,19860129
19692,C,NR,,19860131,19891029
19692,P,NR,,19990923,E
19692,N,LX,77249,19891030,19990831
19692,P,LC,77249,19891030,19990922
