gvkey,LINKPRIM,LINKTYPE,LPERMNO,LINKDT,LINKENDDT
8474,P,NR,,19811231,19820730
8475,C,NR,,19600201,19620130
8475,P,NR,,19620131,19620701
8475,P,LC,35238,19620702,20160203
8476,C,NU,,19600101,19620130
8476,P,NU,,19620131,19620701
8476,P,LU,35246,19620702,19800930
8477,C,NU,,19600101,19660130
8477,P,LU,35254,19660131,19731031
8478,C,NU,,19600101,19630429
8478,P,NU,,19630430,19721213
8478,P,LU,62122,19721214,19770531
8479,C,LC,13856,19500101,19620130
8479,P,LC,13856,19620131,E
8480,C,NU,,19820401,19821215
8480,C,NU,,19930714,E
8480,C,LU,62149,19821216,19821230
8480,C,LU,62149,19821231,19930713
8481,C,NU,,19810101,19840130
8481,C,NU,,19890607,20071231
8481,C,LU,62165,19840131,19890606
8482,C,NU,,19820101,19840812
8482,P,LU,62173,19840813,19851129
8483,C,NU,,19730101,19771129
8483,P,NU,,19771130,19790530
8483,P,NU,,19811126,19820226
8483,P,LU,62181,19790531,19811125
8484,C,NR,,19830401,19830711
8484,P,NR,,20030417,20050429
8484,C,NR,,20050430,20051130
8484,P,LC,62200,19830712,20030416
8485,C,NU,,19730501,19810430
8486,C,NR,,19640101,19641129
8486,C,NR,,19641130,19700511
8486,J,NR,,19980430,20051230
8486,C,LC,50550,19700512,E
8487,C,NU,,19840101,19840501
8487,P,LU,66309,19840502,20000929
8488,C,NR,,19490801,19601212
8488,C,LC,27713,19601213,19620130
8488,P,LC,27713,19620131,20081121
8489,C,NR,,19631201,19690130
8489,P,NR,,19690131,19730831
8490,C,NU,,19840601,19850414
8490,P,NU,,20020329,20031231
8490,N,NU,,20020329,20031231
8490,P,LU,78561,19850415,20020328
8490,N,LX,78561,19950531,20020328
8491,C,LU,62229,19730701,19780130
8491,P,LU,62229,19780131,19810227
8492,C,NU,,19741201,19810113
8492,P,LU,62237,19810114,19840629
8493,C,LC,62359,19810101,19810129
8493,P,LC,62359,19810130,E
8494,C,NU,,19560901,19710831
8495,C,NU,,19781001,19851231
8496,C,NR,,19721101,19730226
8496,P,NR,,19950325,19950428
8496,P,LC,61823,19730227,19950324
8497,C,NR,,19820701,19831108
8497,P,NR,,19951010,19970527
8497,P,NR,,20000302,20211231
8497,P,LC,62253,19831109,19951009
8497,P,LC,84813,19970528,20000301
8498,C,NU,,19801001,19810512
8498,C,NU,,19950720,20080331
8498,C,LU,62261,19810513,19950719
8499,C,NU,,19680701,19710629
8499,P,NU,,19710630,19720824
8499,P,LU,55415,19720825,19791130
8500,C,NU,,19730301,19790228
8501,C,LU,17267,19500101,19620130
8501,P,LU,17267,19620131,19780731
8502,C,NU,,19500101,19620130
8502,P,NU,,19620131,19680121
8502,P,LU,45663,19680122,19780428
8503,C,NU,,19810201,19810629
8503,P,NU,,19810630,19810701
8503,P,LU,62288,19810702,19860630
8503,C,LU,62288,19860701,19861031
8504,C,NU,,19670201,19680530
8504,P,NU,,19680531,19691123
8504,P,NU,,19960123,20060331
8504,P,LU,49576,19691124,19960122
8505,C,NU,,19690101,19711230
8505,P,NU,,19711231,19721213
8505,C,NU,,19861129,19870130
8505,P,LU,57728,19721214,19861128
8506,C,NU,,19780601,19790123
8506,P,LU,62309,19790124,19821029
8507,C,NU,,19730401,19810129
8507,P,NU,,19810130,19810319
8507,C,NU,,19821030,19860630
8507,P,LU,62317,19810320,19821029
8508,C,NU,,19740101,19761028
8508,C,NU,,19920606,20091030
8508,C,LU,62325,19761029,19920605
8509,C,NU,,19600101,19821029
8510,C,NR,,19500101,19620130
8510,P,NU,,19620131,19630501
8510,P,LU,39175,19630502,19840928
8511,C,NU,,19810301,19810507
8511,C,NU,,19850101,19871231
8511,P,LU,62333,19810508,19841231
8512,C,NU,,19740101,19780130
8512,P,LU,62341,19780131,20230831
8513,C,NU,,19780101,19781212
8513,P,LU,62360,19781213,19911129
8514,C,NR,,19840101,19861210
8514,N,NR,,19940901,19941130
8514,P,LC,70949,19861211,19921231
8514,N,LC,70949,19930101,19940831
8514,J,LC,77799,19920729,19921231
8514,P,LC,77799,19930101,19990326
8515,P,NU,,19800131,19810406
8515,P,NR,,20190326,20190904
8515,J,NR,,20190326,20190904
8515,P,NR,,20201030,E
8515,J,LC,62368,19820129,20190325
8515,P,LC,62376,19810407,20190325
8516,C,NU,,19810101,19830130
8516,P,NU,,19900808,19900928
8516,P,LU,65728,19830131,19900807
8517,C,NU,,19591101,19620130
8517,P,NU,,19620131,19721213
8517,P,NU,,19970703,19970829
8517,P,LU,62384,19721214,19970702
8518,C,NR,,19781101,19810428
8518,P,NR,,19860131,19860228
8518,C,LC,50201,19810429,19810528
8518,P,LC,50201,19810529,19860130
8519,C,NU,,19810101,19810830
8519,P,NU,,19810831,19810910
8519,P,LU,62392,19810911,19841130
8520,C,NR,,19740101,19781229
8521,C,NR,,19790101,19810129
8521,C,NR,,19810130,19840405
8521,C,NR,,20020709,E
8521,C,LC,62405,19840406,20020708
8522,C,NU,,19730501,19780130
8522,P,LU,62421,19780131,19830930
8523,C,NU,,19630131,19721213
8523,C,LU,62440,19721214,19940331
8524,C,NU,,19800101,19810429
8524,C,NU,,19810430,20000929
8524,C,NU,,20000930,20010330
8525,C,NU,,19840530,20030829
8525,C,LU,62464,19811001,19820128
8525,C,LU,62464,19820129,19840529
8526,C,NU,,19810701,19821220
8526,C,NU,,19910206,20060428
8526,C,LU,62472,19821221,19910205
8527,C,NU,,19600101,19801231
8528,C,NU,,19790101,19830427
8528,P,LU,62499,19830428,19860530
8529,C,NU,,19821001,19830130
8529,P,NU,,19830131,19850329
8530,C,LC,21936,19500101,19620130
8530,P,LC,21936,19620131,E
8531,C,NU,,19730101,19800316
8531,P,LU,62528,19800317,19810630
8532,C,NU,,19720701,19790130
8532,C,NU,,19790131,19791231
8533,C,NR,,19820101,19820128
8533,C,NR,,19820129,19830531
8533,C,NR,,19900915,19940616
8533,C,LC,62536,19830601,19900914
8533,C,LC,80657,19940617,19951103
8534,C,NU,,19820701,19830428
8534,C,NU,,19911220,20030731
8534,C,LU,62544,19830429,19830530
8534,C,LU,62544,19830531,19911219
8535,C,NU,,19830201,19830623
8535,C,NU,,19850629,19861031
8535,P,LU,62579,19830624,19850628
8536,C,LC,17806,19500101,19620130
8536,P,LC,17806,19620131,20070330
8536,C,LC,17806,20070331,20070430
8537,C,NR,,19550101,19600906
8537,C,NR,,19990528,20060131
8537,C,NR,,20060201,E
8537,C,LC,27596,19600907,19620130
8537,P,LC,27596,19620131,19971126
8538,C,NU,,19790131,19810630
8538,C,NR,,19810701,19850329
8539,J,NR,,19980430,20060131
8539,J,NR,,19980430,20060131
8539,J,NR,,19980430,20060131
8539,J,NR,,19980430,20060131
8539,C,LC,21776,19510101,19620130
8539,P,LC,21776,19620131,E
8540,C,NU,,19740101,19810129
8540,P,NU,,19810130,19830331
8541,C,NU,,19590101,19620130
8541,P,NU,,19620131,19721213
8541,P,LU,62587,19721214,19780228
8542,C,NR,,19690101,19690130
8542,P,NR,,19690131,19710725
8542,J,NR,,20190430,E
8542,P,LC,52898,19710726,E
8543,C,LC,13901,19500101,19620130
8543,P,LC,13901,19620131,E
8544,C,NR,,19600101,19620129
8544,P,NR,,19620130,19621001
8544,N,NR,,19941230,20060428
8544,P,LC,38607,19621002,19941018
8544,P,LC,81043,19941019,E
8545,C,NR,,19610401,19650225
8545,C,NR,,19650226,19651130
8545,C,NR,,19900823,19900928
8545,C,LC,42753,19651201,19900822
8546,P,NR,,19990529,19990607
8546,C,LC,62616,19730101,19730130
8546,P,LC,62616,19730131,19990528
8546,P,LC,86943,19990608,20000731
8546,P,LC,88487,20000801,E
8547,C,NU,,19670101,19820128
8547,C,NU,,19820129,19960430
8548,C,NU,,19730701,19790130
8548,P,LU,62632,19790131,19800131
8549,C,LC,13928,19500101,19620130
8549,P,LC,13928,19620131,E
8549,N,LX,13928,19980731,E
8550,C,NR,,19600401,19620701
8550,C,LC,35326,19620702,19660130
8550,P,LC,35326,19660131,19720831
8551,C,LC,13936,19500101,19620227
8551,P,LC,13936,19620228,E
8552,C,NU,,19800701,19821221
8552,P,LU,62675,19821222,19901130
8553,C,NU,,19770401,19800429
8553,C,NU,,19800430,19800629
8553,C,NU,,19860916,20020531
8553,C,LU,62704,19800630,19860915
8554,C,NU,,19830101,19840627
8554,C,NU,,19910518,E
8554,C,LU,62712,19840628,19910517
8555,C,NU,,19730101,19780212
8555,P,LU,62739,19780213,19820528
8556,C,NU,,19600101,19660428
8556,P,NU,,19830812,19830930
8556,C,NU,,19831001,19860930
8556,P,LU,35334,19660429,19830811
8557,C,NU,,19760701,19790130
8557,P,LU,62747,19790131,19960830
8558,C,NU,,19720101,19730123
8558,C,LU,62755,19730124,19890929
8559,C,NR,,19730701,19770720
8559,P,LC,62763,19770721,20040831
8560,C,NU,,19600101,19820128
8560,P,NU,,19820129,19930730
8561,C,NU,,19730701,19810129
8561,C,NU,,19810130,19811001
8561,C,NU,,19900720,19990930
8561,C,LU,62771,19811002,19900719
8562,C,NU,,19800701,19810614
8562,C,NU,,20020821,20030731
8562,C,LU,62790,19810615,20020820
8563,C,NR,,19600101,19700929
8563,P,NR,,19700930,19721213
8563,P,LC,62798,19721214,19730326
8564,C,NU,,19771001,19811015
8564,P,LU,62819,19811016,19851231
8565,C,NU,,19730301,19791107
8565,P,NU,,19880816,19880930
8565,P,LU,62835,19791108,19880815
8566,C,NU,,19711001,19730418
8566,P,LU,62878,19730419,19800430
8567,C,NU,,19830701,19831109
8567,C,NU,,19890404,19950731
8567,C,LU,62886,19831110,19890403
8568,C,NR,,19720701,19971127
8568,C,NR,,19971128,19981130
8569,C,NU,,19700701,19711129
8569,P,NU,,19711130,19720716
8569,P,LU,55140,19720717,19801128
8570,C,NR,,19710701,19720427
8570,P,NR,,19720428,19721213
8570,P,NR,,19980117,19980227
8570,P,LC,62894,19721214,19980116
8571,C,NU,,19780701,19790129
8571,C,NU,,20031031,E
8571,C,LU,62907,19790130,20031030
8572,C,NU,,19640501,19680130
8572,P,NU,,19680131,19681211
8572,P,LU,47327,19681212,19770531
8573,C,NU,,19800801,19810715
8573,P,NU,,19990227,E
8573,P,LU,64338,19810716,19990226
8574,C,NU,,19700801,19720530
8574,P,NU,,19720531,19721213
8574,P,NU,,19781122,19790228
8574,P,LU,62915,19721214,19781121
8575,C,NU,,19560101,19641029
8575,C,NU,,19641030,19721213
8575,C,NU,,19871105,19910228
8575,C,LU,60564,19721214,19871030
8575,C,LU,60564,19871031,19871104
8576,C,NU,,19710601,19711129
8576,P,NU,,19711130,19720516
8576,C,NU,,19790301,19821130
8576,P,LU,54762,19720517,19790228
8577,C,NR,,19580101,19620130
8577,P,NR,,19620131,19700203
8577,P,LC,49971,19700204,20161003
8578,C,NU,,19730701,19770728
8578,P,NU,,19770729,19831230
8579,C,LU,51692,19790901,19800130
8579,P,LU,51692,19800131,20201030
8580,C,NU,,19680401,19690528
8580,P,NU,,19690529,19700923
8580,P,LU,51182,19700924,19791130
8581,C,NU,,19600101,19660130
8581,P,LU,35350,19660131,19710331
8582,C,NR,,19620801,19680130
8582,P,NU,,19680131,19721213
8582,P,LU,62958,19721214,20050331
8582,J,LU,62958,20050401,E
8582,J,LU,82279,19950920,20050331
8582,P,LU,82279,20050401,E
8583,P,LU,62966,19810609,19920529
8584,C,NU,,19770101,19800629
8584,P,NU,,19800630,19850228
8585,P,NU,,19890111,19890131
8585,C,NU,,19890201,19890731
8585,C,LU,16360,19500601,19620130
8585,P,LU,16360,19620131,19890110
8586,C,NU,,19600101,19660130
8586,P,NU,,19670804,19701231
8586,P,LU,35369,19660131,19670803
8587,C,NU,,19640101,19820128
8587,P,NU,,19820129,19900731
8588,C,NU,,19790701,19830919
8588,C,NU,,19871001,19871231
8588,P,LU,63037,19830920,19870930
8589,C,NU,,19670101,19670629
8589,P,NU,,19670630,19721213
8589,P,NU,,19830108,19830331
8589,P,LU,63045,19721214,19830107
8590,C,NU,,19810901,19871029
8590,C,NU,,19971219,E
8590,C,LU,11190,19871030,19971218
8591,C,NU,,19730701,19790629
8592,C,NR,,19580101,19620130
8592,P,NR,,19620131,19690519
8592,P,LC,48370,19690520,19860630
8593,C,NR,,19800101,19840130
8593,P,LD,48370,19840131,19860630
8594,C,NU,,19681001,19731030
8594,C,NU,,19731031,19750916
8594,N,NU,,19900831,19990630
8594,C,NU,,20060121,20060331
8594,C,LU,59424,19750917,20060120
8595,C,LU,63088,19810101,19810129
8595,P,LU,63088,19810130,20001031
8596,C,NU,,19720901,19730916
8596,P,LU,63096,19730917,19991029
8597,C,NU,,19731201,19780829
8597,C,LU,63109,19780830,19850329
8598,P,LU,35377,19650129,19751031
8599,C,NU,,19700401,19710330
8599,P,NU,,19710331,19721213
8599,P,LU,63125,19721214,E
8600,C,NU,,19611201,19630130
8600,C,NU,,19630131,19631217
8600,C,NU,,19901013,20070928
8600,C,LU,39984,19631218,19901012
8601,C,NU,,19621201,19680130
8601,C,NU,,19680131,19690721
8601,C,NU,,19821201,19850228
8601,C,LU,48784,19690722,19821130
8602,C,NU,,19491001,19660130
8602,C,NU,,19690809,19780531
8602,C,LU,26059,19660131,19690808
8603,C,NR,,19790101,19820128
8603,P,NR,,19851128,19851231
8603,P,LC,63160,19820129,19851127
8604,C,NU,,19700601,19710929
8604,C,NU,,19710930,19721213
8604,C,NU,,19780107,19830831
8604,C,LU,63168,19721214,19780106
8605,P,NR,,19730131,19860317
8605,P,NR,,20031231,20040101
8605,P,LC,10120,19860318,19980501
8605,P,LC,89968,20040102,E
8606,C,NU,,19500101,19500917
8606,J,NU,,19980430,20051230
8606,C,LU,24459,19500918,19620130
8606,P,LU,24459,19620131,E
8607,C,NU,,19600101,19630130
8607,P,NU,,19630131,19660726
8607,P,LU,43588,19660727,20020328
8608,C,NU,,19790101,19830831
8608,P,LU,63176,19830901,19860228
8609,C,NU,,19670101,19771230
8610,C,NR,,19740101,19780130
8610,P,NR,,19780131,19790629
8610,C,NR,,19790630,19801231
8611,J,NR,,20220630,20220630
8611,P,LC,13987,19770131,E
8612,C,NU,,19491101,19620130
8612,P,NU,,19620131,19831016
8612,P,LU,63184,19831017,19860430
8613,C,NR,,19761001,20071231
8614,P,NU,,19690809,19691231
8614,C,LU,20773,19600101,19660130
8614,P,LU,20773,19660131,19690808
8615,C,LU,21389,19600101,19620130
8615,P,LU,21389,19620131,19790731
8616,C,NU,,19740101,19810226
8616,P,NU,,19810227,19870130
8617,P,NR,,19930727,20000131
8617,C,LD,18649,19500101,19620130
8617,P,LD,18649,19620131,19801231
8617,P,LC,18649,19810101,19930726
8618,C,NR,,19600101,19651230
8618,P,NR,,19891229,19900131
8618,P,LC,35393,19651231,19891228
8619,C,NR,,19710401,19720730
8619,P,NR,,19720731,19721109
8619,P,LC,55909,19721110,19740830
8620,C,NU,,19801001,19811215
8620,P,LU,63205,19811216,19841130
8621,C,NU,,19680401,19690227
8621,P,NU,,19690228,19721129
8621,P,LU,56012,19721130,19771031
8622,C,NR,,19690101,19720130
8622,C,NR,,19720131,19721213
8622,P,NR,,19840131,19870630
8622,J,NR,,19870701,19870731
8622,C,LC,61014,19721214,19840130
8622,N,LC,61014,19840131,19870630
8622,P,LC,61014,19870701,19870728
8623,C,NU,,19830901,19850306
8623,P,LU,91054,19850307,19861231
8624,C,NU,,19790101,19810415
8624,P,LU,63213,19810416,19840531
8625,C,NU,,19790101,19811015
8625,P,LU,63221,19811016,19830831
8626,C,NR,,19620228,19690630
8626,C,NR,,19870813,19870826
8626,N,NR,,19870813,19870826
8626,C,NR,,20060401,20060428
8626,C,LC,48012,19690701,19870812
8626,N,LX,48012,19820129,19870812
8626,C,LC,75181,19870827,20060308
8626,N,LX,75181,19870827,20060308
8627,C,NU,,19800101,19810730
8627,P,LU,63240,19810731,20040730
8628,C,NU,,19731201,19771130
8629,C,NR,,19620701,19640805
8629,C,LC,40977,19640806,19650128
8629,P,LC,40977,19650129,19861201
8630,P,NU,,19881013,19881130
8630,C,NU,,19881201,19890929
8630,C,LU,63264,19801001,19801030
8630,P,LU,63264,19801031,19881012
8631,C,NU,,19601001,19660130
8631,P,LU,38797,19660131,19850131
8632,C,NU,,19640101,19700929
8632,P,NU,,19700930,19700930
8632,C,NU,,19701001,19721229
8633,C,NR,,19650601,19690828
8633,C,NR,,19690829,19710606
8633,C,NR,,19890302,19940119
8633,C,LC,52628,19710607,19890301
8633,C,LC,80185,19940120,20220930
8634,C,NU,,19730901,19810129
8634,P,NU,,19810130,19831030
8634,P,LU,63320,19831031,19850531
8635,C,LU,63336,19740101,19780130
8635,P,LU,63336,19780131,19840131
8636,C,NU,,19731001,19810129
8636,C,NU,,19810130,E
8637,C,NU,,19801201,19811012
8637,P,LU,63344,19811013,20000331
8638,C,NR,,19710701,19711129
8638,P,NR,,19711130,19711219
8638,P,LC,53815,19711220,19900531
8638,C,LC,53815,19900601,19900607
8638,J,LC,53815,19900608,20110303
8638,P,LC,76218,19900608,20110304
8639,C,NU,,19810801,19830828
8639,C,NU,,19860212,19910731
8639,C,NU,,19910801,19930430
8639,C,LU,63379,19830829,19860211
8640,C,LU,35414,19650101,19660130
8640,C,LU,35414,19660131,19740930
8641,C,LU,56872,19740101,19790130
8641,P,LU,56872,19790131,19840928
8642,C,NU,,19630101,19660227
8642,C,NU,,19660228,19721213
8642,C,LU,63395,19721214,19980731
8643,P,NR,,19620131,19700719
8643,P,LC,50913,19700720,19891208
8644,C,NR,,19810701,19820225
8644,P,NR,,19820226,19821031
8644,P,NR,,20030201,20030202
8644,N,NR,,20030201,20030202
8644,J,NR,,20111130,E
8644,P,LC,78395,19821101,20030131
8644,N,LX,78395,19830729,20030131
8644,P,LC,89692,20030203,E
8644,N,LX,89692,20030203,E
8645,C,LC,22525,19500101,19620130
8645,P,LC,22525,19620131,19700930
8645,C,LC,22525,19701001,19710115
8646,C,NU,,19770101,19820304
8646,P,LU,63424,19820305,19830930
8647,C,NU,,19600101,19660130
8647,P,LU,35422,19660131,19970930
8648,C,NU,,19591201,19620130
8648,C,NU,,19620131,19660815
8648,N,NU,,20050107,20061229
8648,C,NU,,20050107,20070831
8648,C,LU,43692,19660816,20050106
8648,N,LU,43705,19820129,20050106
8649,C,NU,,19591201,19620130
8649,P,NU,,19620131,19620701
8649,P,LU,35430,19620702,19891229
8650,C,NU,,19591201,19641230
8650,P,LU,40360,19641231,19841031
8651,C,NU,,19821001,19831012
8651,C,NU,,19880209,20071130
8651,C,LU,63459,19831013,19880208
8652,C,NU,,19730701,19800630
8653,C,NU,,19740101,19940530
8653,P,NU,,19940531,E
8654,C,NU,,19721101,19820430
8655,C,LU,60695,19740101,19740130
8655,P,LU,60695,19740131,20071130
8656,C,NU,,19760101,19790130
8656,C,NU,,19870701,19890331
8656,P,LU,63475,19790131,19870630
8657,C,NR,,19500101,19620130
8657,P,NR,,20011010,20031231
8657,P,LU,26438,19620131,20011009
8658,C,NU,,19810101,19811215
8658,P,LU,63483,19811216,20001229
8659,C,LU,63491,19730501,19780130
8659,P,LU,63491,19780131,19830729
8660,C,NU,,19740701,19831229
8660,P,NU,,19831230,19870529
8660,C,NU,,19870530,19900330
8661,C,NR,,20100101,20130304
8661,C,LC,13828,20130305,E
8662,C,NR,,19811001,19811230
8662,C,NR,,19870501,19870630
8662,P,LC,63504,19811231,19870430
8663,C,NU,,19610101,19621230
8663,P,NU,,19621231,19630428
8663,P,LU,39132,19630429,19790430
8664,C,NU,,19830401,19841007
8664,C,LU,91062,19841008,19851031
8665,C,NU,,19760201,19871030
8666,P,NR,,20080912,20230831
8666,P,LC,78349,19830131,20080911
8667,C,NR,,19600101,19620701
8667,C,LC,35465,19620702,19660130
8667,P,LC,35465,19660131,19701030
8667,C,LC,35465,19701031,19701231
8668,C,NU,,19680101,19711028
8668,P,NU,,19711029,19721213
8668,P,LU,63539,19721214,19790731
8669,C,NU,,19740101,19810129
8669,C,NU,,19810130,19810930
8669,C,NU,,20030325,20100131
8669,C,LU,63547,19811001,20030324
8670,C,NU,,19800701,19830126
8670,C,NU,,19870915,E
8670,C,LU,63555,19830127,19870914
8671,C,NU,,19820101,19840422
8671,P,LU,63563,19840423,19920630
8672,C,NU,,19781001,19790620
8672,P,NU,,19810401,19810731
8672,P,LU,81663,19790621,19810331
8673,C,NU,,19650101,19820128
8673,P,NU,,19820129,19910228
8674,C,NU,,19680301,19701029
8674,P,NU,,19701030,19710829
8674,C,NU,,19870131,19880229
8674,P,LU,53102,19710830,19870130
8675,C,NR,,19630101,19630130
8675,C,NR,,19630131,19721218
8675,C,NR,,20070822,E
8675,C,LC,56143,19721219,20070821
8676,C,NR,,19890311,20050131
8676,C,LC,62973,19730131,19890310
8677,C,NU,,19690101,19700129
8677,P,NU,,19700130,19721213
8677,P,LU,63619,19721214,19790731
8678,C,NU,,19790401,19830119
8678,P,NU,,19870911,19871231
8678,P,LU,63635,19830120,19870910
8679,C,NU,,19740101,19780130
8679,C,NU,,19780131,19831130
8680,C,NU,,19770401,19790130
8680,P,LU,63643,19790131,19790629
8681,C,NU,,19740101,19770608
8681,P,NU,,20021022,20140731
8681,P,LU,63300,19770609,20021021
8682,C,LU,17902,19600101,19620130
8682,P,LU,17902,19620131,19980630
8683,C,NU,,19600101,19620130
8683,P,NU,,19620131,19721213
8683,P,NU,,19750129,19880429
8683,P,LU,63651,19721214,19750128
8684,C,NR,,19580101,19620130
8684,P,NR,,19620131,19680305
8684,P,NU,,19970702,19970829
8684,P,LC,45858,19680306,19970701
8685,C,NU,,19720301,19750721
8685,P,LU,63670,19750722,19850131
8686,C,NU,,19781001,19811102
8686,P,LU,63678,19811103,19890630
8687,C,NU,,19590801,19700929
8687,P,NU,,19700930,19721213
8687,P,LU,63686,19721214,20080430
8688,C,NU,,19740101,19860930
8689,C,NU,,19670101,19690130
8689,P,NU,,19690131,19721213
8689,P,LU,60820,19721214,19840731
8690,C,NU,,19750101,19820930
8691,P,LU,63730,19730209,19890228
8692,C,NR,,19500101,19620130
8692,P,NR,,19620131,19691214
8692,P,LC,49744,19691215,E
8693,C,NU,,19640101,E
8694,C,LC,23501,19510101,19620130
8694,P,LC,23501,19620131,20160323
8695,C,NU,,19640101,19640130
8695,C,NU,,19640131,19721213
8695,C,LU,63707,19721214,19770729
8696,C,NU,,19760101,19811231
8697,C,NU,,19600701,19650128
8697,C,NU,,19741130,19741231
8697,P,LU,39730,19650129,19741129
8698,C,NU,,19830501,19841115
8698,C,NU,,19871003,19880630
8698,C,LU,91097,19841116,19871002
8699,C,LU,63715,19761101,19770130
8699,P,LU,63715,19770131,E
8700,C,NU,,19610901,19700929
8700,P,NU,,19700930,19701231
8700,C,NU,,19710101,19720831
8701,C,LU,63723,19740101,19801127
8701,P,LU,63723,19801128,19860731
8702,C,NR,,19590701,19620101
8702,C,NR,,19691219,19820128
8702,C,NR,,19820129,20091230
8702,N,NR,,19930331,20040730
8702,J,NU,,19960430,E
8702,J,NR,,20021231,20110729
8702,P,NR,,20091231,E
8702,N,NR,,20091231,E
8702,C,LN,35502,19620102,19691218
8703,C,NU,,19730701,19810129
8703,C,NU,,19810130,20010430
8704,C,NU,,19740101,19810730
8704,C,NU,,19810731,20031231
8705,P,NU,,19680131,19721213
8705,P,LU,63731,19721214,19770930
8706,C,NU,,19771101,19830609
8706,P,LU,63750,19830610,19861231
8707,C,NU,,19791101,19810916
8707,C,NU,,19920422,20040730
8707,C,LU,63758,19810917,19920421
8708,C,LU,35510,19650701,19660130
8708,P,LU,35510,19660131,19950531
8708,N,LX,35510,19820831,19950428
8709,C,NU,,19780101,19810407
8709,P,LU,65031,19810408,19841231
8710,C,NU,,19790901,19800121
8710,P,NU,,19831209,19840229
8710,P,LU,63774,19800122,19831208
8711,C,NR,,19500101,19620130
8711,P,NR,,19620131,19620701
8711,P,LC,35529,19620702,19960105
8712,C,NU,,19671101,19700129
8712,P,NU,,19700130,19721213
8712,P,LU,63782,19721214,19780531
8713,C,NR,,19750901,19810611
8713,P,LC,50657,19810612,19851129
